threshold,tp,tn,fp,fn,accuracy,precision,recall,f1,cost_fp1_fn5,cost_fp1_fn10,cost_fp1_fn20
0.43,273601,69470,214845,10714,0.6033290540421715,0.5601458503089389,0.962316444788351,0.7081128576623302,268415,321985,429125
0.44,273187,70424,213891,11128,0.6042787049575296,0.5608691010474708,0.960860313384802,0.7082952528736973,269531,325171,436451
0.45,272743,71325,212990,11572,0.6050823910099713,0.5615080713066644,0.9592986652128801,0.708379217918883,270850,328710,444430
0.46,272322,72273,212042,11993,0.6060091799588485,0.5622259292598129,0.9578179132300442,0.7085454396438565,272007,331972,451902
0.47000000000000003,271853,73250,211065,12462,0.6069025552644074,0.5629382213957649,0.9561683344178112,0.7086582563575863,273375,335685,460305
0.48000000000000004,271409,74154,210161,12906,0.6077115171552679,0.5635920011628631,0.9546066862458893,0.7087460911233409,274691,339221,468281
0.49,270955,75051,209264,13360,0.6084905826284227,0.5642321524137945,0.9530098658178429,0.708810857332702,276064,342864,476464
0.5,270486,75986,208329,13829,0.6093100961961205,0.5649071144387707,0.9513602870056099,0.7088857730661879,277474,346619,484909
0.51,270049,76906,207409,14266,0.610159506181524,0.5655973928596861,0.9498232594129751,0.7090012379015797,278739,350069,492729
0.52,269572,77852,206463,14743,0.6109842955876404,0.5662860924091716,0.9481455427958426,0.7090734530150589,280178,353893,501323
0.53,269071,78814,205501,15244,0.6117950160913072,0.5669761384995322,0.9463834127640117,0.7091200666238847,281721,357941,510381
0.54,268581,79847,204468,15734,0.6127499428450838,0.5677657071466169,0.9446599722139176,0.7092520901442371,283138,361808,519148
0.55,268088,80791,203524,16227,0.6135430772206883,0.5684503362933937,0.9429259799869862,0.7092960034500686,284659,365794,528064
0.56,267556,81700,202615,16759,0.6142060742486327,0.569061043747913,0.9410548159611698,0.7092404630437145,286410,370205,537795
0.5700000000000001,267025,82689,201626,17290,0.6150115189138807,0.5697736695323385,0.9391871691609658,0.7092617727759288,288076,374526,547426
0.5800000000000001,266459,83582,200733,17856,0.6155865853015141,0.5703415298207161,0.9371964194643265,0.709132449864073,290013,379293,557853
0.59,265855,84550,199765,18460,0.6162267203629777,0.5709698896095529,0.9350720151944146,0.7090081140365498,292065,384365,568965
0.6,265194,85540,198775,19121,0.6168053039762236,0.5715769803586015,0.9327471290645939,0.7088057475503954,294380,389985,581195
0.61,264592,86545,197770,19723,0.6175140249371296,0.5722615612874761,0.9306297592459069,0.7087187632671155,296385,395000,592230
0.62,263947,87438,196877,20368,0.6179501609130718,0.5727718174400639,0.928361148725885,0.708450369662573,298717,400557,604237
0.63,263302,88473,195842,21013,0.618636019907497,0.5734627916296412,0.9260925382058632,0.7083161277219052,300907,405972,616102
0.64,262602,89511,194804,21713,0.6192304310359988,0.5741114021241522,0.9236304802771573,0.7080883512803331,303369,411934,629064
0.65,261904,90539,193776,22411,0.6198107732620509,0.574754213483146,0.9211754567996764,0.7078534314421043,305831,417886,641996
0.66,261172,91656,192659,23143,0.620487839192445,0.575482944091523,0.9186008476513726,0.7076432033771096,308374,424089,655519
0.67,260459,92714,191601,23856,0.6210945606105903,0.5761602442153696,0.9160930657897051,0.7074085893736207,310881,430161,668721
0.68,259707,93798,190517,24608,0.6216784200622549,0.5768395287679022,0.9134481121291526,0.707129233437571,313557,436597,682677
0.6900000000000001,258894,94794,189521,25421,0.6220002462057929,0.5773535675657594,0.9105886077062413,0.7066559305610525,316626,443731,697941
0.7000000000000001,258051,95894,188421,26264,0.622452209696991,0.577978014298769,0.907623586514957,0.7062276696219282,319741,451061,713701
0.7100000000000001,257195,97024,187291,27120,0.6229340696058949,0.5786346476604437,0.904612841390711,0.7058030930253938,322891,458491,729691
0.72,256278,98230,186085,28037,0.623442308706892,0.5793386879101552,0.9013875455041064,0.7053412928422218,326270,466455,746825
0.73,255365,99415,184900,28950,0.6239206513901834,0.5800256663600332,0.8981763185199515,0.7048635071351681,329650,474400,763900
0.74,254390,100607,183708,29925,0.6243022703691329,0.5806691653465663,0.8947470235478254,0.7042785774896078,333333,482958,782208
0.75,253442,101870,182445,30873,0.6248562334030916,0.5814396850559893,0.8914126936672353,0.7038080982835371,336810,491175,799905
0.76,252425,103141,181174,31890,0.6253029210558712,0.5821623204850565,0.887835675219387,0.7032179341815314,340624,500074,818974
0.77,251358,104381,179934,32957,0.625607161071347,0.5828023705517376,0.8840827954909167,0.7025029101168658,344719,509504,839074
0.78,250281,105739,178576,34034,0.6261013312698943,0.5836001277815216,0.8802947435063222,0.7018811731251366,348746,518916,859256
0.79,249113,107128,177187,35202,0.6264899847000686,0.5843607787942763,0.8761866239909959,0.7011194528682901,353197,529207,881227
0.8,247902,108609,175706,36413,0.6269648101577475,0.5852155766652188,0.8719272637743348,0.7003643051574818,357771,539836,903966
0.81,246661,110094,174221,37654,0.6273939116824648,0.5860573747511179,0.8675623867893006,0.6995520400682362,362491,550761,927301
0.8200000000000001,245320,111602,172713,38995,0.6276876000211034,0.5868436223934475,0.8628457872430227,0.698571078724507,367688,562663,952613
0.8300000000000001,243891,113208,171107,40424,0.627998874487804,0.5876919888770549,0.8578196718428504,0.6975159906937238,373227,575347,979587
0.8400000000000001,242397,114946,169369,41918,0.6284279760125213,0.5886765784450392,0.8525649367778696,0.6964620496752533,378959,588549,1007729
0.85,240698,116610,167705,43617,0.6283664245643037,0.5893639370915493,0.8465891704623393,0.6949379112423815,385790,603875,1040045
0.86,238973,118473,165842,45342,0.6286091131315619,0.590326445413337,0.8405219562808857,0.6935498382017907,392552,619262,1072682
0.87,237097,120441,163874,47218,0.6287709055097339,0.591307102009871,0.833923641031954,0.6919651065394595,399964,636054,1108234
0.88,235064,122599,161716,49251,0.6289907321105113,0.5924290538837643,0.8267731213618698,0.6902531952223993,407971,654226,1146736
0.89,232919,124854,159461,51396,0.6291841795191953,0.5936056883633213,0.8192286724231926,0.6884017171694782,416441,673421,1187381
0.9,230550,127315,157000,53765,0.6293459718973674,0.5948909818087988,0.8108963649473295,0.6862985867696635,425825,694650,1232300
0.91,227928,130061,154254,56387,0.6295640398853385,0.5963860150399548,0.80167419939152,0.683958067328135,436189,718124,1281994
0.92,224983,133123,151192,59332,0.629769797583666,0.5980806805343257,0.7913159699628932,0.6812608820724008,447852,744512,1337832
0.93,221754,136432,147883,62561,0.6299104866081635,0.5999237089360643,0.7799588484603345,0.6781965648854963,460688,773493,1399103
0.9400000000000001,217832,140227,144088,66483,0.6296871427817737,0.6018788682581786,0.7661642896083569,0.674157233823609,476503,808918,1473748
0.9500000000000001,213237,144742,139573,71078,0.6295464537572762,0.6043961338964315,0.7500026379192093,0.669372572101236,494963,850353,1561133
0.9600000000000001,207802,150109,134206,76513,0.6294268680864534,0.6075939744099553,0.7308865167156148,0.6635617724400988,516771,899336,1664466
0.97,200801,157084,127231,83514,0.6293811441534918,0.6121384499073261,0.7062624202029439,0.6558405609891124,544801,962371,1797511
0.98,191136,166616,117699,93179,0.6291472486502647,0.6188935839525961,0.6722684346587412,0.6444777880805868,583594,1049489,1981279
0.99,174591,183023,101292,109724,0.6289045600830065,0.6328443579343417,0.6140759369009725,0.623318897961078,649912,1198532,2295772
